Genes,DT_GBLog2FC,DT_GB-Padj,M_Log2FC,S_Log2FC,GB_log2FC,SHAM-1 DTGB,SHAM-2 DTGB,SHAM-3 GTGB,Double_Therapy-GB-1 Counts,Double_Therapy-GB-2 Counts,Double_Therapy-GB-3 Counts,H1,H2,H3,H4,M1,M2,M3,M4,S-SHAM-1,S-SHAM-2,S-SHAM-3,STROKE-1,STROKE-2,STROKE-3,GB-SHAM-1,GB-SHAM-2,GB-SHAM-3,GB-1,GB-2,GB-3,rMSG,M_Control_Exp,Meningitis_Exp,M_UP,M_DOWN,S_Control_Exp,Stroke_Exp,S_UP,S_DOWN,GB_Control_Exp,Glioblastoma_Exp,GB_UP,GB_DOWN,GB-Control_Exp,DT-GB_Exp,Regulated_DT-GB,UP-DT_GB,DOWN-DT_GB,GeneID
Nfat5,-0.194973162,0.342679811,-0.553687278,-0.592311247,-0.450119662,6622.987799,7008.28168,6580.751074,5883.389925,6071.395393,5704.371622,1968.023701,2243.612442,2244.115978,2510.598959,1553.861443,1321.342662,1461.851808,1772.468662,3214.60807,2313.268325,2705.623474,1779.496618,1832.103812,1848.323602,6136.561615,6567.176852,6090.408071,4238.265199,4661.148932,4856.363636,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000003847
Nob1,0.182532406,0.82852076,0.597108454,0.691296225,0.908343337,130.7835165,99.99724767,119.4882366,127.3625606,180.4913162,91.14841474,285.2320289,380.4803674,289.4931378,351.2284154,494.0361893,458.7995354,529.7650997,491.7088081,325.0840347,352.6323666,324.7167158,623.0567349,518.2673623,480.229093,121.1781045,93.70336984,110.584964,229.4142932,178.5880817,203.4542143,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000003848
Il7r,4.077679281,2.04E-17,1.364031259,2.281478911,4.161530406,9.210106799,8.474343023,7.626908721,166.3317023,90.24565811,172.1692278,11.59479792,9.599275323,5.804373691,10.94737918,12.93904305,15.11339646,34.98448772,34.75428749,7.045164838,3.526323666,2.094946553,20.9626565,22.94910829,17.6828542,8.53366933,7.940963546,7.058614724,99.63135019,159.8363331,163.1565197,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,ENSMUSG00000003882
Efnb3,-1.09847302,0.001060992,-0.757401326,-1.065393841,-1.715534693,276.303204,194.0624552,242.7899276,105.5018226,79.55867228,146.0062569,429.0075232,275.7610002,423.7192794,329.333657,214.0823487,259.0867965,206.1585883,182.7818083,290.8646626,435.5009727,326.8116623,132.7634912,149.1692039,220.5703392,256.0100799,181.8480652,224.6992354,58.99224682,49.11172247,93.37270703,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,ENSMUSG00000003934
Mmd,-0.463541872,0.020638375,-0.87176196,-0.41769012,-0.940393648,886.9332847,1013.531426,852.9426252,674.8314777,662.5931214,660.8260068,1446.257794,1756.667384,1777.589443,2479.581384,989.2486552,1034.188129,1044.536848,1007.874337,1301.342591,1174.265781,1318.768855,953.8008707,884.4968821,1001.407954,821.7923565,949.7392401,789.3884133,415.5676054,525.9419006,392.1653695,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,ENSMUSG00000003948
Hlf,-0.803520065,4.66E-06,-0.985267159,-0.903126287,-1.877685476,1123.633029,1192.340063,1337.251329,746.116493,726.7150363,620.3156003,1923.963469,2233.140505,1845.065287,2973.125729,1044.533657,1111.914168,1265.688788,1110.850004,1786.452512,1712.03014,1334.480955,808.2268673,524.9608522,1250.829266,1041.107658,1117.293571,1237.610448,300.2049894,290.2056328,333.1931335,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,ENSMUSG00000003949
Brinp2,-1.137005301,6.56E-05,0.594563978,-1.127433389,-2.182140726,279.066236,219.4854843,341.939741,118.8083588,119.9317299,141.7864229,121.3588849,70.68557284,137.8538752,87.57903344,151.7396867,157.6111345,162.4279787,160.8994791,122.7871586,111.0791955,109.9846941,64.05256153,37.29230098,56.77126875,258.5701807,205.6709558,316.4612268,64.23600209,47.32584165,60.93797722,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,ENSMUSG00000004031
Gstm7,-0.486311789,0.134219183,-2.983667313,-1.037839631,-1.037409637,309.4595884,344.0583267,266.9418052,244.2699856,229.1764739,185.6726967,1633.320534,2070.825486,1691.249384,2315.370697,222.3162852,328.1766088,201.1608044,221.3976832,1709.962151,1509.266529,1457.035328,894.4066773,451.3324631,932.5378899,286.7312895,322.40312,247.0515153,140.2704536,154.4786907,122.858825,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000004035
Ppan,0.19890939,0.806344318,1.14004927,1.160800694,2.153800933,97.62713207,93.21777325,128.3862968,156.8270336,92.62054385,114.7794852,180.8788476,157.0790507,140.0305153,198.8773884,408.1679945,305.5065142,399.8227168,377.148379,209.3420409,207.1715154,238.8239071,549.6874371,529.7419164,386.2307628,90.4568949,87.350599,118.8200145,483.7364239,418.7890516,410.8399109,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000004100
Ptpn6,2.468039368,1.52E-20,1.455389463,1.443640967,3.167524215,56.18165147,54.23579535,48.30375523,322.2082689,255.300217,302.9840823,98.16928909,130.0265476,89.9677922,88.49131504,268.1910742,269.8820796,274.8781178,301.2038249,75.48390898,143.6976894,97.41501474,302.7939272,246.7029141,314.5686695,52.05538291,50.82216669,44.70455992,449.6520147,413.4314091,468.8292763,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,ENSMUSG00000004266
Emg1,0.343405862,0.285070861,0.344234158,0.637762541,0.674802922,332.4848554,280.5007541,266.9418052,374.4839468,352.6705323,389.912663,1171.847577,1406.730166,1086.143427,1356.562737,1451.525375,1553.44125,1732.981588,1634.738708,799.1229831,1027.923349,1031.761178,1565.211685,1508.90387,1375.539921,308.0654628,262.8458934,247.0515153,443.0973206,455.3996083,408.8741697,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000004268
Utp20,0.048554572,0.92793597,0.901798837,0.891912557,0.571273632,617.0771555,643.2026354,629.2199694,784.1351678,588.9716634,580.6491606,241.9447834,355.173187,327.9471135,312.9125882,555.2025746,554.8775558,593.4868452,608.8436289,364.3356673,338.5270719,300.6248304,676.6279681,627.2756267,560.2672752,571.7558451,602.7191331,582.3357147,1069.726076,672.3841276,871.8062225,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000004356
Il11,2.019573247,0.510536142,3.869370388,7.507588796,4.195683434,0,1.694868605,2.542302907,5.70280122,2.37488574,8.439668031,6.183892226,5.235968358,5.078826979,6.385971188,78.81053495,15.11339646,83.71288133,157.0378916,8.051616958,29.97375116,6.28483966,3060.547849,3164.108306,1913.47096,0,1.588192709,2.352871575,13.10938818,46.43290124,8.845835403,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,ENSMUSG00000004371
Bid,0.461886385,0.644127315,3.331445201,1.04800318,1.22399095,35.91941651,38.1345436,27.96533198,59.87941281,30.87351462,49.79404138,99.71526215,95.99275323,56.59264348,64.77199348,730.4677941,620.7287832,927.0889246,912.6218455,62.40003142,93.44757714,57.61103022,161.8782919,140.5632883,141.4628336,33.28131039,35.73433596,25.88158732,79.96726791,69.64935186,73.71529502,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000004446
Ndrg2,-0.502251814,0.009869813,0.594401392,-0.611222514,-1.16648207,1547.297942,1594.871357,1629.616163,943.8136019,1259.876885,1166.362122,6669.327766,4519.513355,5742.70222,3945.617913,8619.755226,7529.710022,7183.064996,8191.71428,4604.518448,4832.826584,5682.542526,3471.648835,2654.446859,3772.032004,1433.656447,1494.489339,1508.190679,494.2239345,738.4617178,740.101562,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,ENSMUSG00000004558
Cd244a,4.032343482,1.09E-06,2.03004374,2.691033135,5.03243454,4.605053399,3.389737209,0,41.82054228,48.68515766,49.79404138,3.091946113,0.872661393,2.176640134,4.561407992,4.705106564,9.715754867,12.4944599,16.73354583,5.032260599,8.815809164,17.8070457,86.17981005,34.42366244,82.83021178,4.266834665,3.176385418,0,66.85787973,104.4740278,91.40696583,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,ENSMUSG00000004709
Ulk2,-0.335812139,0.103051741,-0.697151355,-0.514624137,-0.921367069,1536.245814,1856.728556,1656.310344,1285.031208,1399.995144,1317.43218,1726.851904,1822.116989,1829.828806,1888.422909,1165.690151,1168.049641,1117.004715,1029.756666,1783.433156,1666.187932,1460.177748,1086.564362,1029.841235,1319.699329,1423.416044,1739.865113,1532.895831,765.5882699,870.6168983,842.3201045,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000004798
Plod3,0.200625291,0.585943782,1.547635954,0.772707748,0.608696287,432.8750195,515.2400558,395.328102,518.0044442,535.5367343,493.7205798,1619.406777,2113.585894,1825.475526,1856.493053,5410.872549,4942.080642,5064.004597,6258.346139,1532.826578,1837.21463,1844.60044,3010.470392,3344.832534,2554.707094,401.0824585,482.8105836,365.8715299,713.1507171,606.3065374,590.7052308,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000004846
Hspb1,-0.4397675,0.42891693,2.424582898,0.635737968,-1.247148907,271.6981506,452.5299174,199.5707782,280.3877267,248.1755598,155.2898918,4912.329387,6891.407021,4097.162279,6217.199093,34323.75239,23797.12225,28186.25209,32430.89901,2568.46581,2456.966014,3198.983387,4957.668262,4524.799185,3296.456294,251.7432452,424.0474533,184.7004186,77.34539028,165.1939756,118.9273426,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,ENSMUSG00000004951
Hnrnpa2b1,0.315652495,0.063993283,0.731276254,0.41300907,0.922442762,5432.12099,5582.897183,5567.643366,6955.516555,6370.630997,7309.596482,8669.043915,10403.86913,9724.502572,11741.97645,16507.86638,15152.25948,17184.88015,18453.23946,5402.634979,5609.499371,6042.873333,6812.863362,8895.648102,6997.756881,5033.158171,5231.506784,5152.788748,11200.66126,8440.965682,9582.988353,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000004980
Mri1,0.391369206,0.573758657,-1.178886532,0.967068032,1.414943722,64.47074759,66.09987558,67.37102703,83.64108456,67.68424358,107.183784,187.0627398,266.1617249,133.5005949,133.1931134,78.81053495,109.0323602,73.71731341,55.34942081,127.8194192,167.5003741,152.9310984,306.2877033,291.6449179,280.1336376,59.73568531,61.93951566,62.35109673,204.5064556,119.6540147,168.0708727,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000004996
Prkacb,-0.487161821,0.002268084,-0.620600298,-0.305053611,-0.946340287,4200.729711,4566.823455,4154.12295,3217.330355,3231.032049,2773.274915,3321.523112,3469.701699,4431.639313,5491.02294,2567.811908,2621.094758,2898.714697,2782.917391,2764.723973,2531.018811,2778.946603,2149.836883,2057.770044,2326.691342,3892.206581,4279.385255,3844.592153,1727.817362,2287.713327,2217.356074,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,ENSMUSG00000005034
Cstb,0.625410307,0.319185412,-0.401045923,0.603742234,1.361880811,63.54973691,74.5742186,71.18448139,158.7279673,98.5577582,65.82941064,1140.928116,1394.512906,1139.833883,1359.299582,870.4447144,985.6093549,978.3162101,976.9816371,706.529388,854.251908,1099.846941,1326.47032,1427.625778,1288.056327,58.88231838,69.8804792,65.88040409,176.9767405,173.2304392,150.3792018,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000005054
Sh2b2,1.485051277,0.131514596,1.914472255,1.256543317,1.863151816,12.89414952,3.389737209,21.60957471,29.46447297,40.37305757,33.75867213,39.42231294,32.28847154,46.43498952,12.77194238,138.8006437,101.4756619,126.194045,131.2939749,37.23872843,68.76331148,54.46861039,135.0926752,129.0887341,120.9879498,11.94713706,3.176385418,19.99940838,36.70628691,37.50349716,50.12640062,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,ENSMUSG00000005057
Cd44,2.571805816,1.01E-17,2.703690038,2.68232794,3.540475625,100.3901641,122.0305395,64.82872412,740.4136917,350.2956466,627.9113015,34.01140725,41.88774687,45.70944281,45.61407992,223.4925618,192.1560407,343.5976472,330.809329,50.32260599,77.57912064,126.7442665,706.9073608,417.8650135,508.1493891,93.0169957,114.3498751,59.99822515,1206.063713,834.8992819,1101.797943,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,ENSMUSG00000005087
Mcm5,0.99013928,0.005856353,-1.001445912,1.080156599,2.701756864,96.70612139,94.91264186,114.4036308,236.6662506,235.1136882,135.8786553,204.0684435,245.2178514,155.2669962,223.5089916,95.27840793,119.8276434,116.1984771,81.09333747,111.7161853,111.9607764,104.7473277,197.9806447,255.3088298,240.1145465,89.60352797,88.93879171,105.8792209,736.7476159,528.6207218,580.8765248,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,ENSMUSG00000005410
Hmox1,0.580866924,0.297374268,1.758118622,3.899685002,1.798147523,93.02207867,65.25244128,101.6921163,176.7868378,98.5577582,111.403618,233.4419315,309.7947945,200.2508923,348.4915706,835.1564152,820.4415221,918.3428026,1114.711591,237.5227003,391.4219269,407.4671046,6197.958772,7255.743072,2015.845379,86.19006023,61.1454193,94.11486298,321.1800105,281.2762287,233.9232029,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000005413
Ddx39a,0.290166852,0.415008727,0.825769534,1.475259417,0.761392553,315.9066632,333.0416808,286.009077,326.0101364,403.7305757,415.2316671,602.9294921,685.0391935,675.4839882,663.228722,1186.863131,1055.778696,1133.247513,1280.759854,538.451884,581.8434048,506.9770659,1530.273924,1675.284905,1321.560682,292.704858,312.0798673,264.6980521,470.6270358,537.5501259,466.8635351,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000005481
Igf1r,-0.049212343,0.920444736,-1.917942985,-0.927189808,-0.792248729,8379.355165,9376.860555,8955.261989,7668.366707,10879.35157,7272.461943,5243.940608,5260.402877,7225.719698,7477.05998,1796.174431,2004.684088,1350.651115,1517.603887,9514.99834,7191.937116,8182.861238,4387.018169,4166.219368,4535.186764,7763.932356,8786.676163,8287.990122,4718.068807,5360.321272,4263.692664,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000005533
Mthfd2,1.58766264,7.26E-05,3.857978627,1.823750392,2.258098187,42.36649127,66.94730988,35.5922407,188.1924403,127.0563871,124.0631201,71.88774713,78.53952537,42.80725597,35.57898233,790.4579028,680.1028407,758.4137159,1090.25487,76.4903611,114.6055191,135.1240527,449.5325227,405.4342465,300.6085214,39.25487892,62.73361201,32.94020204,247.7674366,211.6268768,193.6255083,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,ENSMUSG00000005667
Kit,0.888224584,0.000496442,3.317133589,2.181219914,2.536748371,209.0694243,214.4008785,191.9438695,464.7782994,319.422132,355.3100241,72.66073366,88.1388007,81.98677838,102.175539,843.3903517,808.5667106,875.861639,898.4626913,156.0000786,178.0793451,230.4441209,1044.639049,1203.871973,311.7766398,193.7142938,200.9063777,177.6418039,1304.384124,1126.890796,896.3779875,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,ENSMUSG00000005672
Ranbp1,0.344630554,0.552928506,0.739647865,1.018057932,0.965390203,125.2574525,178.8086378,153.8093259,268.0316573,144.8680301,167.9493938,401.9529947,498.2896554,568.8286217,582.9479413,775.1663065,758.908408,913.3450187,979.5560288,253.6259342,256.5400467,317.3844028,598.6003023,594.7643899,482.0904461,116.0579029,167.5543308,142.3487303,394.5925843,195.5539495,244.7347795,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000005732
Mmp8,3.510833671,NA,5.764608129,2.940712335,5.1103021,0,0.847434302,0,0.95046687,7.124657219,4.219834016,1.545973057,4.363306965,11.60874738,5.47368959,203.4958589,467.4357619,298.6175916,299.916629,9.058069077,46.72378857,46.08882418,303.9585192,308.8567491,171.2444828,0,0.794096355,0,5.243755273,15.17998694,13.7601884,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,ENSMUSG00000005800
Rsl1d1,-0.020152433,0.974078731,0.803678505,0.619013895,0.834574496,486.293639,519.4772273,629.2199694,528.4595797,491.6013481,588.2448618,738.2021345,842.9909057,800.2780226,913.1938799,1415.060799,1204.753604,1463.101254,1668.205799,806.1681479,839.2650324,872.5452395,1395.181249,1350.172538,1123.32658,450.5777406,486.7810653,582.3357147,1092.012036,881.3321832,736.1700796,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000005846
Ncoa2,-0.238307576,0.280674058,-0.502650972,-0.431730236,-0.710287372,1523.351665,1465.213909,1446.570354,1276.477006,1258.689442,1225.439798,842.5553158,808.08445,830.7509845,832.0008177,581.0806607,538.684631,585.9901693,634.5875456,982.2972688,890.3967256,842.1685145,654.5007196,655.962012,701.7301088,1411.468907,1372.992597,1338.783926,810.1601897,845.6145669,863.9432577,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000005886
Htra1,-0.559406037,0.001866454,-1.122635646,-0.400456926,-1.606663921,1420.198468,1751.646703,1491.060655,1002.742548,1040.199954,1121.631881,3953.826092,4436.610522,2609.065974,3140.073261,1650.316127,1663.553139,1670.509289,1508.593516,1638.504051,1779.91187,1885.451898,1207.681933,1285.150064,1523.517491,1315.891811,1641.397165,1379.959179,380.1722573,444.6843234,597.585325,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,ENSMUSG00000006205
Pgrmc1,-0.321980662,0.123577338,-0.330852061,-0.403642225,-0.834931462,4808.59676,5810.009576,4651.143168,3871.251562,4467.160076,3881.403328,4545.933773,5331.961112,4895.263661,5501.970319,3826.427914,3906.812985,4031.96221,4354.583502,3983.53749,4291.535901,4241.219297,3112.95449,3079.005363,3269.466674,4455.428757,5444.324607,4304.578546,2429.16963,3090.466754,2442.433442,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000006373
Adamts4,0.838645924,0.017510994,6.42060747,2.796000493,2.440165349,128.0204845,110.1664593,163.9785375,232.8643832,179.3038733,302.1401155,251.9936082,61.08629751,147.2859824,50.17548791,8397.438941,6490.124251,8922.293814,19954.1098,160.025887,126.066071,737.4211868,2569.090013,3338.139044,1199.642056,118.6180037,103.2325261,151.7602166,814.0930061,625.9512264,578.9107836,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,ENSMUSG00000006403
Srm,0.158963388,0.910057265,0.819093319,1.705819016,1.199260992,33.15638448,41.52428081,33.04993779,28.5140061,40.37305757,51.48197499,414.3207792,461.6378769,401.9528781,447.0179832,819.8648189,676.8642558,778.4048517,767.1687164,323.0711304,322.6586154,293.2925175,1184.390092,962.9063354,919.5084184,30.72120959,38.91072137,30.58733047,89.14383964,81.25757717,60.93797722,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000006442
Cdk4,0.089074752,0.915274737,-0.455107204,0.680625769,0.992697613,268.9351185,322.0250349,189.4015666,340.2671395,317.0472462,176.3890619,1771.685123,2195.616065,1544.688948,1864.703587,1320.958668,1405.545871,1326.911641,1325.811708,1332.542607,1548.056089,1222.401314,2253.485574,2220.326227,2106.121003,249.1831444,301.7566147,175.2889323,563.7036918,433.0760981,455.0690879,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000006728
Mettl1,0.576382373,0.55543457,1.618705388,2.156149654,1.381468846,22.10425632,28.81276628,30.50763488,48.47381037,30.87351462,41.35437335,74.20670672,95.99275323,68.92693758,75.71937266,231.7264983,225.6214186,276.1275638,231.6952499,49.31615387,78.46070156,53.42113711,276.0083106,287.8200665,248.4906353,20.48080639,26.99927606,28.2344589,87.83290082,40.18231838,69.78381262,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000006732
Sod2,-0.338844141,0.154530656,3.807640654,0.887961748,-0.72054069,912.7215837,875.3996343,953.3635901,794.5903033,635.2819354,735.0950855,1196.583146,1387.531615,1277.687759,1311.860938,17166.5813,13602.05681,20267.2634,21406.0667,870.5810836,972.3837508,1025.476338,1898.285005,1827.322748,1584.011466,845.6866306,820.3015343,882.3268405,545.3505484,474.1513569,527.8015124,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,ENSMUSG00000006818
Ezh1,-0.14681744,0.641687508,-0.937585237,-0.522847278,-0.564354209,1588.743423,1694.02117,1487.2472,1313.545214,1605.42276,1393.389192,2027.543664,2395.455524,2119.321944,2469.546287,1209.212387,1273.843416,1131.998067,1087.680479,2166.891414,1963.280701,1957.727554,1394.016657,1295.668406,1546.784404,1472.057959,1587.398613,1376.429871,842.9336601,1047.419099,1107.695167,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000006920
Hap1,0.172218281,0.780105757,2.495904178,-1.004210887,0.788707094,297.4864496,183.0458093,254.2302907,230.0129825,267.1746457,329.1470532,276.7291771,109.9553355,213.3107331,169.6843773,1108.052596,926.2352973,1059.530199,1255.015937,228.4646312,261.8295322,282.8177847,164.2074759,141.5195011,80.96885871,275.6375194,171.5248126,235.2871575,422.1222995,416.1102304,340.0732277,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,ENSMUSG00000006930
Vars1,0.684785419,0.002473116,1.51865771,0.715491187,1.960052699,269.8561292,299.991743,325.4147721,529.4100466,452.4157334,454.8981069,768.3486091,815.9384025,1017.216489,790.9481457,2627.802016,2495.869473,2071.581451,2528.052616,1286.245809,1502.213882,1378.474832,2424.680602,2306.385383,2114.497092,250.0365114,281.1101095,301.1675616,1115.608934,1045.633218,1073.294696,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,ENSMUSG00000007029
Clic1,0.302109568,0.359604116,1.204778484,1.040334875,0.770129822,454.0582652,530.4938732,466.5125834,722.3548212,554.5358202,513.1318163,3499.310014,4231.535095,4615.202631,4454.671045,10186.55571,8723.668342,7928.984252,11887.25352,2952.930519,2736.427165,3907.075322,6766.279681,7992.983176,4976.327443,420.709898,497.104318,431.7519339,850.799293,803.6463677,649.6774668,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000007041
Ppp2r1a,-0.437243964,0.05279856,0.385738675,0.314557982,-0.537930415,1199.155905,1278.778362,1156.747823,981.8322767,977.2654819,728.3433511,5323.55822,6012.636998,5473.52439,5501.970319,7238.806449,7157.272752,7143.082725,7611.188959,3885.911634,4136.37766,4447.571533,5365.275472,5185.542261,4957.713912,1111.083747,1198.291399,1070.556566,743.3023099,757.2134664,827.5770455,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,ENSMUSG00000007564
Prpf31,0.468716639,0.165374034,0.540293496,0.679502347,0.67413935,348.142037,373.7185273,372.4473759,354.5241425,520.099977,638.88287,695.6878755,712.0916967,624.6957184,691.5094515,1044.533657,952.143977,963.3228583,1000.151162,459.9486187,502.5011224,499.644753,795.416355,818.5181958,728.7197284,322.5727007,350.1964924,344.6956857,530.9302214,617.9147627,473.7436293,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000008373
