Genes,M_Log2FC,S_Log2FC,GB_log2FC,H-GBM_log2FC,H1,H2,H3,H4,M1,M2,M3,M4,M_AdjP,S-SHAM-1,S-SHAM-2,S-SHAM-3,STROKE-1,STROKE-2,STROKE-3,S_AdjP,GB-SHAM-1,GB-SHAM-2,GB-SHAM-3,GB-1,GB-2,GB-3,GB_AdjP,Mus_GeneID,H-GB-Control-1,H-GB-Control-2,H-GB-Control-3,H-GBM-1,H-GBM-2,H-GBM-3,H-GBM-4,H-GBM-5,H-GBM-6,H-GBM_Padj_Value,MSG_Genes,M_Control_Exp,Meningitis_Exp,M_UP,M_DOWN,S_Control_Exp,Stroke_Exp,S_UP,S_DOWN,GB_Control_Exp,Glioblastoma_Exp,GB_UP,GB_DOWN,H-Control-GBM,H-GBM,H-GBM-Regulated,HBM-UP,HBM-DOWN
Hmgn2,-1.673216413,0.537070213,0.644347251,#N/A,892.0264537,1011.414555,871.3816003,967.0184942,221.1400085,329.2561372,259.8847659,362.9892249,2.27E-22,502.2196077,573.0275957,526.8790582,726.7054253,842.4235169,755.7093479,0.000532273,135.6853423,119.1144532,136.4665513,216.304905,206.2692344,188.7111553,0.043863635,ENSMUSG00000003038,1128.67495,1131.796122,1845.606251,2644.957676,2731.086061,1028.034766,1155.335736,1041.55458,2267.720118,#N/A,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0
Hck,3.59899366,1.712919852,3.307098768,#N/A,35.5573803,47.99637662,41.35616255,38.31582713,384.6424616,494.4239699,486.0344901,611.4180206,1.92E-69,25.16130299,72.28963515,56.56355694,197.9806447,142.475714,166.5911001,2.15E-05,5.120201598,21.44060157,11.76435787,95.69853373,161.6222139,124.8245662,1.16E-11,ENSMUSG00000003283,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0
Fkbp11,0.909083889,1.773221062,2.260873658,#N/A,30.1464746,21.81653483,18.13866778,16.42106877,42.34595908,44.26066106,37.4833797,38.61587498,0.0186097,10.0645212,23.80268474,36.66156469,79.19225789,81.27809187,80.03818217,0.000213711,11.94713706,16.67602345,2.352871575,76.03445146,39.28937797,38.33195341,0.001697913,ENSMUSG00000003355,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0
Dusp3,-1.16995378,-0.426405773,-1.115776419,#N/A,4965.665458,5127.758346,5324.787314,6178.883265,2369.021155,2587.62938,2308.976189,2331.111653,4.21E-25,4161.679515,3659.442384,4339.681785,2998.824471,2933.66101,3114.974369,0.001505988,3392.986926,3770.369491,3437.545371,1303.073185,2051.977059,1533.278136,3.45E-08,ENSMUSG00000003518,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Ier3,3.016935643,0.546938004,1.304442664,#N/A,812.4088412,988.7253583,905.4822957,1086.527384,8549.178628,5139.634325,7682.843392,9327.021005,9.87E-58,1953.523564,2300.044611,2616.588245,3664.971111,3235.824269,3137.310606,0.002145613,40.10824585,59.55722659,42.35168834,97.00947255,193.7680686,59.95510662,0.013792112,ENSMUSG00000003541,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Has1,2.741322657,2.604798236,1.281937522,#N/A,3.091946113,0,0,3.649126393,5.881383206,12.95433982,8.74612193,16.73354583,0.009356607,7.045164838,0.881580916,4.189893107,27.95020867,27.73017252,16.75217766,0.002323757,46.08181438,34.14614325,48.23386728,108.8079219,129.4763592,72.73242442,0.003562256,ENSMUSG00000003665,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0
Farsa,0.79357586,0.722087369,1.340567956,#N/A,374.8984662,461.6378769,432.4258399,470.7373047,744.5831138,723.2839735,705.9369843,840.5388788,5.35E-09,414.6582733,416.9877735,470.3155012,711.565729,764.0140636,671.0177831,9.36E-07,207.3681647,201.7004741,208.2291344,605.653734,476.8301781,482.5894647,7.27E-10,ENSMUSG00000003808,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Nfat5,-0.553687278,-0.592311247,-0.450119662,#N/A,1968.023701,2243.612442,2244.115978,2510.598959,1553.861443,1321.342662,1461.851808,1772.468662,0.000180939,3214.60807,2313.268325,2705.623474,1779.496618,1832.103812,1848.323602,0.000748691,6136.561615,6567.176852,6090.408071,4238.265199,4661.148932,4856.363636,0.012241023,ENSMUSG00000003847,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Nob1,0.597108454,0.691296225,0.908343337,#N/A,285.2320289,380.4803674,289.4931378,351.2284154,494.0361893,458.7995354,529.7650997,491.7088081,0.000196074,325.0840347,352.6323666,324.7167158,623.0567349,518.2673623,480.229093,0.00014251,121.1781045,93.70336984,110.584964,229.4142932,178.5880817,203.4542143,0.003426228,ENSMUSG00000003848,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Il7r,1.364031259,2.281478911,4.161530406,#N/A,11.59479792,9.599275323,5.804373691,10.94737918,12.93904305,15.11339646,34.98448772,34.75428749,0.023784324,7.045164838,3.526323666,2.094946553,20.9626565,22.94910829,17.6828542,0.005333647,8.53366933,7.940963546,7.058614724,99.63135019,159.8363331,163.1565197,3.37E-19,ENSMUSG00000003882,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0
Efnb3,-0.757401326,-1.065393841,-1.715534693,8.93912692,429.0075232,275.7610002,423.7192794,329.333657,214.0823487,259.0867965,206.1585883,182.7818083,0.000469003,290.8646626,435.5009727,326.8116623,132.7634912,149.1692039,220.5703392,0.000324833,256.0100799,181.8480652,224.6992354,58.99224682,49.11172247,93.37270703,3.09E-07,ENSMUSG00000003934,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.001865749,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0
Mmd,-0.87176196,-0.41769012,-0.940393648,#N/A,1446.257794,1756.667384,1777.589443,2479.581384,989.2486552,1034.188129,1044.536848,1007.874337,1.15E-06,1301.342591,1174.265781,1318.768855,953.8008707,884.4968821,1001.407954,0.003955602,821.7923565,949.7392401,789.3884133,415.5676054,525.9419006,392.1653695,1.08E-05,ENSMUSG00000003948,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Hlf,-0.985267159,-0.903126287,-1.877685476,#N/A,1923.963469,2233.140505,1845.065287,2973.125729,1044.533657,1111.914168,1265.688788,1110.850004,3.79E-08,1786.452512,1712.03014,1334.480955,808.2268673,524.9608522,1250.829266,0.012014886,1041.107658,1117.293571,1237.610448,300.2049894,290.2056328,333.1931335,1.13E-24,ENSMUSG00000003949,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Brinp2,0.594563978,-1.127433389,-2.182140726,#N/A,121.3588849,70.68557284,137.8538752,87.57903344,151.7396867,157.6111345,162.4279787,160.8994791,0.03456226,122.7871586,111.0791955,109.9846941,64.05256153,37.29230098,56.77126875,0.000413284,258.5701807,205.6709558,316.4612268,64.23600209,47.32584165,60.93797722,4.46E-13,ENSMUSG00000004031,0,0,0,11.98168823,649.5336599,0,6.956361682,1.165049866,0,#N/A,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0
Gstm7,-2.983667313,-1.037839631,-1.037409637,#N/A,1633.320534,2070.825486,1691.249384,2315.370697,222.3162852,328.1766088,201.1608044,221.3976832,8.87E-56,1709.962151,1509.266529,1457.035328,894.4066773,451.3324631,932.5378899,0.000629457,286.7312895,322.40312,247.0515153,140.2704536,154.4786907,122.858825,0.000127007,ENSMUSG00000004035,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Ppan,1.14004927,1.160800694,2.153800933,#N/A,180.8788476,157.0790507,140.0305153,198.8773884,408.1679945,305.5065142,399.8227168,377.148379,1.77E-10,209.3420409,207.1715154,238.8239071,549.6874371,529.7419164,386.2307628,2.65E-08,90.4568949,87.350599,118.8200145,483.7364239,418.7890516,410.8399109,1.89E-19,ENSMUSG00000004100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Ptpn6,1.455389463,1.443640967,3.167524215,#N/A,98.16928909,130.0265476,89.9677922,88.49131504,268.1910742,269.8820796,274.8781178,301.2038249,3.99E-16,75.48390898,143.6976894,97.41501474,302.7939272,246.7029141,314.5686695,5.83E-07,52.05538291,50.82216669,44.70455992,449.6520147,413.4314091,468.8292763,1.11E-38,ENSMUSG00000004266,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Emg1,0.344234158,0.637762541,0.674802922,#N/A,1171.847577,1406.730166,1086.143427,1356.562737,1451.525375,1553.44125,1732.981588,1634.738708,0.028482346,799.1229831,1027.923349,1031.761178,1565.211685,1508.90387,1375.539921,0.000196043,308.0654628,262.8458934,247.0515153,443.0973206,455.3996083,408.8741697,0.00541671,ENSMUSG00000004268,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Utp20,0.901798837,0.891912557,0.571273632,#N/A,241.9447834,355.173187,327.9471135,312.9125882,555.2025746,554.8775558,593.4868452,608.8436289,8.71E-09,364.3356673,338.5270719,300.6248304,676.6279681,627.2756267,560.2672752,7.30E-08,571.7558451,602.7191331,582.3357147,1069.726076,672.3841276,871.8062225,0.026769674,ENSMUSG00000004356,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Il11,3.869370388,7.507588796,4.195683434,#N/A,6.183892226,5.235968358,5.078826979,6.385971188,78.81053495,15.11339646,83.71288133,157.0378916,1.09E-10,8.051616958,29.97375116,6.28483966,3060.547849,3164.108306,1913.47096,2.68E-24,0,1.588192709,2.352871575,13.10938818,46.43290124,8.845835403,0.001513121,ENSMUSG00000004371,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
Bid,3.331445201,1.04800318,1.22399095,#N/A,99.71526215,95.99275323,56.59264348,64.77199348,730.4677941,620.7287832,927.0889246,912.6218455,6.17E-52,62.40003142,93.44757714,57.61103022,161.8782919,140.5632883,141.4628336,0.000500142,33.28131039,35.73433596,25.88158732,79.96726791,69.64935186,73.71529502,0.009984172,ENSMUSG00000004446,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Ndrg2,0.594401392,-0.611222514,-1.16648207,#N/A,6669.327766,4519.513355,5742.70222,3945.617913,8619.755226,7529.710022,7183.064996,8191.71428,0.002593014,4604.518448,4832.826584,5682.542526,3471.648835,2654.446859,3772.032004,0.002717433,1433.656447,1494.489339,1508.190679,494.2239345,738.4617178,740.101562,1.68E-08,ENSMUSG00000004558,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0
Cd244a,2.03004374,2.691033135,5.03243454,#N/A,3.091946113,0.872661393,2.176640134,4.561407992,4.705106564,9.715754867,12.4944599,16.73354583,0.023117249,5.032260599,8.815809164,17.8070457,86.17981005,34.42366244,82.83021178,1.41E-05,4.266834665,3.176385418,0,66.85787973,104.4740278,91.40696583,2.19E-13,ENSMUSG00000004709,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0
Ulk2,-0.697151355,-0.514624137,-0.921367069,#N/A,1726.851904,1822.116989,1829.828806,1888.422909,1165.690151,1168.049641,1117.004715,1029.756666,7.16E-12,1783.433156,1666.187932,1460.177748,1086.564362,1029.841235,1319.699329,0.005588253,1423.416044,1739.865113,1532.895831,765.5882699,870.6168983,842.3201045,3.78E-07,ENSMUSG00000004798,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Plod3,1.547635954,0.772707748,0.608696287,#N/A,1619.406777,2113.585894,1825.475526,1856.493053,5410.872549,4942.080642,5064.004597,6258.346139,3.51E-32,1532.826578,1837.21463,1844.60044,3010.470392,3344.832534,2554.707094,4.76E-06,401.0824585,482.8105836,365.8715299,713.1507171,606.3065374,590.7052308,0.011754053,ENSMUSG00000004846,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Hspb1,2.424582898,0.635737968,-1.247148907,#N/A,4912.329387,6891.407021,4097.162279,6217.199093,34323.75239,23797.12225,28186.25209,32430.89901,3.20E-38,2568.46581,2456.966014,3198.983387,4957.668262,4524.799185,3296.456294,0.006549828,251.7432452,424.0474533,184.7004186,77.34539028,165.1939756,118.9273426,0.001639524,ENSMUSG00000004951,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0
Hnrnpa2b1,0.731276254,0.41300907,0.922442762,#N/A,8669.043915,10403.86913,9724.502572,11741.97645,16507.86638,15152.25948,17184.88015,18453.23946,6.49E-08,5402.634979,5609.499371,6042.873333,6812.863362,8895.648102,6997.756881,0.026254267,5033.158171,5231.506784,5152.788748,11200.66126,8440.965682,9582.988353,6.25E-08,ENSMUSG00000004980,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Mri1,-1.178886532,0.967068032,1.414943722,#N/A,187.0627398,266.1617249,133.5005949,133.1931134,78.81053495,109.0323602,73.71731341,55.34942081,0.000207462,127.8194192,167.5003741,152.9310984,306.2877033,291.6449179,280.1336376,7.86E-07,59.73568531,61.93951566,62.35109673,204.5064556,119.6540147,168.0708727,4.60E-05,ENSMUSG00000004996,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0
Prkacb,-0.620600298,-0.305053611,-0.946340287,#N/A,3321.523112,3469.701699,4431.639313,5491.02294,2567.811908,2621.094758,2898.714697,2782.917391,0.00129702,2764.723973,2531.018811,2778.946603,2149.836883,2057.770044,2326.691342,0.033584855,3892.206581,4279.385255,3844.592153,1727.817362,2287.713327,2217.356074,1.42E-07,ENSMUSG00000005034,2178.178518,2060.281186,5003.421016,1157.730625,1749.681296,1434.228871,1746.626479,2200.779196,870.2145495,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0
Cstb,-0.401045923,0.603742234,1.361880811,#N/A,1140.928116,1394.512906,1139.833883,1359.299582,870.4447144,985.6093549,978.3162101,976.9816371,0.004738404,706.529388,854.251908,1099.846941,1326.47032,1427.625778,1288.056327,0.007100702,58.88231838,69.8804792,65.88040409,176.9767405,173.2304392,150.3792018,1.48E-05,ENSMUSG00000005054,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0
Sh2b2,1.914472255,1.256543317,1.863151816,4.867491857,39.42231294,32.28847154,46.43498952,12.77194238,138.8006437,101.4756619,126.194045,131.2939749,1.00E-08,37.23872843,68.76331148,54.46861039,135.0926752,129.0887341,120.9879498,7.18E-05,11.94713706,3.176385418,19.99940838,36.70628691,37.50349716,50.12640062,0.017300531,ENSMUSG00000005057,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.039386991,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0
Cd44,2.703690038,2.68232794,3.540475625,#N/A,34.01140725,41.88774687,45.70944281,45.61407992,223.4925618,192.1560407,343.5976472,330.809329,2.23E-27,50.32260599,77.57912064,126.7442665,706.9073608,417.8650135,508.1493891,9.35E-15,93.0169957,114.3498751,59.99822515,1206.063713,834.8992819,1101.797943,1.92E-46,ENSMUSG00000005087,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Mcm5,-1.001445912,1.080156599,2.701756864,#N/A,204.0684435,245.2178514,155.2669962,223.5089916,95.27840793,119.8276434,116.1984771,81.09333747,1.31E-05,111.7161853,111.9607764,104.7473277,197.9806447,255.3088298,240.1145465,4.04E-07,89.60352797,88.93879171,105.8792209,736.7476159,528.6207218,580.8765248,9.86E-32,ENSMUSG00000005410,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0
Hmox1,1.758118622,3.899685002,1.798147523,3.98541998,233.4419315,309.7947945,200.2508923,348.4915706,835.1564152,820.4415221,918.3428026,1114.711591,1.91E-18,237.5227003,391.4219269,407.4671046,6197.958772,7255.743072,2015.845379,1.25E-09,86.19006023,61.1454193,94.11486298,321.1800105,281.2762287,233.9232029,3.91E-10,ENSMUSG00000005413,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.015337577,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0
Ddx39a,0.825769534,1.475259417,0.761392553,#N/A,602.9294921,685.0391935,675.4839882,663.228722,1186.863131,1055.778696,1133.247513,1280.759854,2.37E-12,538.451884,581.8434048,506.9770659,1530.273924,1675.284905,1321.560682,5.01E-23,292.704858,312.0798673,264.6980521,470.6270358,537.5501259,466.8635351,0.000782052,ENSMUSG00000005481,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Igf1r,-1.917942985,-0.927189808,-0.792248729,#N/A,5243.940608,5260.402877,7225.719698,7477.05998,1796.174431,2004.684088,1350.651115,1517.603887,2.59E-26,9514.99834,7191.937116,8182.861238,4387.018169,4166.219368,4535.186764,3.12E-10,7763.932356,8786.676163,8287.990122,4718.068807,5360.321272,4263.692664,3.46E-06,ENSMUSG00000005533,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Mthfd2,3.857978627,1.823750392,2.258098187,4.332140775,71.88774713,78.53952537,42.80725597,35.57898233,790.4579028,680.1028407,758.4137159,1090.25487,7.51E-53,76.4903611,114.6055191,135.1240527,449.5325227,405.4342465,300.6085214,3.95E-11,39.25487892,62.73361201,32.94020204,247.7674366,211.6268768,193.6255083,6.91E-12,ENSMUSG00000005667,22.20660723,34.66594083,0,360.9483579,853.527825,199.2553682,113.0408773,248.1556214,527.2910194,0.005149896,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0
Kit,3.317133589,2.181219914,2.536748371,#N/A,72.66073366,88.1388007,81.98677838,102.175539,843.3903517,808.5667106,875.861639,898.4626913,1.33E-117,156.0000786,178.0793451,230.4441209,1044.639049,1203.871973,311.7766398,0.002409916,193.7142938,200.9063777,177.6418039,1304.384124,1126.890796,896.3779875,5.13E-35,ENSMUSG00000005672,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Ranbp1,0.739647865,1.018057932,0.965390203,#N/A,401.9529947,498.2896554,568.8286217,582.9479413,775.1663065,758.908408,913.3450187,979.5560288,2.52E-05,253.6259342,256.5400467,317.3844028,598.6003023,594.7643899,482.0904461,5.68E-08,116.0579029,167.5543308,142.3487303,394.5925843,195.5539495,244.7347795,0.006557067,ENSMUSG00000005732,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Mmp8,5.764608129,2.940712335,5.1103021,#N/A,1.545973057,4.363306965,11.60874738,5.47368959,203.4958589,467.4357619,298.6175916,299.916629,9.26E-45,9.058069077,46.72378857,46.08882418,303.9585192,308.8567491,171.2444828,7.43E-09,0,0.794096355,0,5.243755273,15.17998694,13.7601884,0.009827167,ENSMUSG00000005800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
Rsl1d1,0.803678505,0.619013895,0.834574496,#N/A,738.2021345,842.9909057,800.2780226,913.1938799,1415.060799,1204.753604,1463.101254,1668.205799,3.04E-08,806.1681479,839.2650324,872.5452395,1395.181249,1350.172538,1123.32658,5.13E-05,450.5777406,486.7810653,582.3357147,1092.012036,881.3321832,736.1700796,0.000359442,ENSMUSG00000005846,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Ncoa2,-0.502650972,-0.431730236,-0.710287372,#N/A,842.5553158,808.08445,830.7509845,832.0008177,581.0806607,538.684631,585.9901693,634.5875456,1.21E-05,982.2972688,890.3967256,842.1685145,654.5007196,655.962012,701.7301088,0.004223137,1411.468907,1372.992597,1338.783926,810.1601897,845.6145669,863.9432577,4.98E-05,ENSMUSG00000005886,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Htra1,-1.122635646,-0.400456926,-1.606663921,#N/A,3953.826092,4436.610522,2609.065974,3140.073261,1650.316127,1663.553139,1670.509289,1508.593516,2.92E-10,1638.504051,1779.91187,1885.451898,1207.681933,1285.150064,1523.517491,0.025729717,1315.891811,1641.397165,1379.959179,380.1722573,444.6843234,597.585325,4.26E-14,ENSMUSG00000006205,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Pgrmc1,-0.330852061,-0.403642225,-0.834931462,#N/A,4545.933773,5331.961112,4895.263661,5501.970319,3826.427914,3906.812985,4031.96221,4354.583502,0.008615863,3983.53749,4291.535901,4241.219297,3112.95449,3079.005363,3269.466674,0.000222376,4455.428757,5444.324607,4304.578546,2429.16963,3090.466754,2442.433442,1.29E-05,ENSMUSG00000006373,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Adamts4,6.42060747,2.796000493,2.440165349,5.271315441,251.9936082,61.08629751,147.2859824,50.17548791,8397.438941,6490.124251,8922.293814,19954.1098,1.16E-20,160.025887,126.066071,737.4211868,2569.090013,3338.139044,1199.642056,0.014371379,118.6180037,103.2325261,151.7602166,814.0930061,625.9512264,578.9107836,7.21E-25,ENSMUSG00000006403,1.931009324,12.64838382,93.49068299,681.458518,1164.086106,689.966532,459.119871,911.0689948,4439.569142,0.000299927,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0
Srm,0.819093319,1.705819016,1.199260992,#N/A,414.3207792,461.6378769,401.9528781,447.0179832,819.8648189,676.8642558,778.4048517,767.1687164,6.74E-11,323.0711304,322.6586154,293.2925175,1184.390092,962.9063354,919.5084184,2.17E-26,30.72120959,38.91072137,30.58733047,89.14383964,81.25757717,60.93797722,0.012797595,ENSMUSG00000006442,225.9280909,745.7861866,236.2309222,414.8659549,445.5394949,1381.469738,2300.23693,295.9226658,593.6633156,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0
Cdk4,-0.455107204,0.680625769,0.992697613,#N/A,1771.685123,2195.616065,1544.688948,1864.703587,1320.958668,1405.545871,1326.911641,1325.811708,0.002438723,1332.542607,1548.056089,1222.401314,2253.485574,2220.326227,2106.121003,2.71E-06,249.1831444,301.7566147,175.2889323,563.7036918,433.0760981,455.0690879,0.000272897,ENSMUSG00000006728,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0
Mettl1,1.618705388,2.156149654,1.381468846,#N/A,74.20670672,95.99275323,68.92693758,75.71937266,231.7264983,225.6214186,276.1275638,231.6952499,6.42E-19,49.31615387,78.46070156,53.42113711,276.0083106,287.8200665,248.4906353,9.60E-19,20.48080639,26.99927606,28.2344589,87.83290082,40.18231838,69.78381262,0.014255548,ENSMUSG00000006732,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Sod2,3.807640654,0.887961748,-0.72054069,#N/A,1196.583146,1387.531615,1277.687759,1311.860938,17166.5813,13602.05681,20267.2634,21406.0667,1.69E-134,870.5810836,972.3837508,1025.476338,1898.285005,1827.322748,1584.011466,5.95E-10,845.6866306,820.3015343,882.3268405,545.3505484,474.1513569,527.8015124,0.000230194,ENSMUSG00000006818,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0
Ezh1,-0.937585237,-0.522847278,-0.564354209,#N/A,2027.543664,2395.455524,2119.321944,2469.546287,1209.212387,1273.843416,1131.998067,1087.680479,8.29E-15,2166.891414,1963.280701,1957.727554,1394.016657,1295.668406,1546.784404,0.000220236,1472.057959,1587.398613,1376.429871,842.9336601,1047.419099,1107.695167,0.007561152,ENSMUSG00000006920,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
