Genes,LB-Log2FC,LB-Padj,M_Log2FC,S_Log2FC,GB_log2FC,H-Control-1 Counts,H-Control-2 Counts,H-Control-3 Counts,H-Lung_Brain-1 Counts,H-Lung_Brain-2 Counts,H-Lung_Brain-3 Counts,H-Lung_Brain-4 Counts,H-Lung_Brain-5 Counts,H1,H2,H3,H4,M1,M2,M3,M4,S-SHAM-1,S-SHAM-2,S-SHAM-3,STROKE-1,STROKE-2,STROKE-3,GB-SHAM-1,GB-SHAM-2,GB-SHAM-3,GB-1,GB-2,GB-3,rMSG,M_Control_Exp,Meningitis_Exp,M_UP,M_DOWN,S_Control_Exp,Stroke_Exp,S_UP,S_DOWN,GB_Control_Exp,Glioblastoma_Exp,GB_UP,GB_DOWN,Control-H.Brain,H-Lung-Brain,H-LB-Regulated,HLB-UP,HLB-DOWN,MusGeneID,Homo_ID
Pde5a,-0.539079634,0.885192825,0.644312665,-0.790769745,-1.385297881,50.47147129,176.4283784,39.33890986,27.52725728,88.36217113,11.01622389,32.95275309,147.2386404,870.3828309,693.7658075,1003.431102,720.7024627,1150.398555,1073.051149,1299.42383,1620.579554,1260.078054,1287.108138,1214.021528,690.6030725,439.8579089,1043.288398,1767.322918,2290.173887,1664.656639,437.8535653,986.6991514,762.7075858,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000053965,ENSG00000138735
Utp18,-0.191475892,0.944120985,0.993960547,0.795787075,0.599052625,559.6395493,647.6041669,957.6989779,733.6014064,521.1870433,497.1989051,572.0751205,836.5096385,450.651146,533.1961112,446.2112275,593.8953205,1068.05919,931.6329389,958.3250743,1069.659737,398.5550394,436.3825536,392.8024788,716.2240971,748.714658,668.2257535,263.6903823,253.3167371,207.0526986,361.8191138,415.21729,321.3986863,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000054079,ENSG00000011260
Lifr,-1.083550477,0.720090308,-1.002752185,-0.677614597,-1.309199425,1892.680173,4878.384686,1451.470122,919.410393,476.2571258,827.6856219,4148.215174,93.84440819,1623.271709,1663.292615,1856.674034,2109.195055,888.088864,830.157277,1010.801806,890.7395163,2031.020378,1374.384649,1689.574395,981.7510794,948.5631428,1253.621295,4240.38029,5245.006422,3650.480248,1297.82943,1897.498368,2103.343085,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000054263,ENSG00000113594
Taf4b,2.150762371,0.294368752,2.2907841,0.857471244,1.363067926,8.906730227,25.90416667,2.713028266,152.7762779,61.40422062,12.48505375,33.33592464,22.65209853,92.7583834,117.8092881,102.3020863,118.5966078,545.7923615,464.197177,541.0101137,556.0685998,68.43874414,96.97390081,101.6049078,189.8285005,175.9431636,119.1265967,60.58905224,74.64505733,87.05624826,204.5064556,227.6998042,137.601884,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,ENSMUSG00000054321,ENSG00000141384
Cklf,-0.617197422,NA,1.080311095,1.439164625,1.102718115,2.968910076,0,6.782570665,0,2.995327835,4.406489557,1.149514643,1.618007038,47.15217823,47.12371522,40.63061583,57.47374069,98.80723785,76.64651062,102.4545712,128.7195833,57.36777082,44.07904582,32.47167158,137.4218593,151.0816296,75.38479949,64.85588691,56.38084117,62.35109673,137.6485759,115.1893127,141.5333664,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,ENSMUSG00000054400,ENSG00000217555
Gimap4,-1.053009249,0.748625542,3.462825722,1.373598741,2.251877611,8753.831358,12873.67072,4918.720247,4387.84481,4436.829355,6271.90347,6192.43538,33.97814779,229.5769989,308.0494717,322.8682865,346.6670074,3050.08533,3061.542312,4251.864704,2939.955282,141.9097489,160.4477268,162.3583579,368.0110808,532.610555,303.400551,135.6853423,166.7602345,164.7010102,682.9991243,786.6804999,751.8960092,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000054435,ENSG00000133574
Gm9946,#N/A,#N/A,-5.560132185,-1.521612502,-1.673071351,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,251.2206217,358.6638325,153.0903561,248.1405947,1.176276641,8.636226549,3.74833797,7.723174997,107.6903768,59.0659214,101.6049078,26.78561664,42.0733652,24.19758996,155.3127818,173.9071016,201.1705196,39.32816455,83.9363984,41.28056521,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,ENSMUSG00000054488,#N/A
Sh3bp2,1.551370561,0.301219697,1.969030993,1.165416188,2.532412678,387.4427649,550.2885137,107.1646165,1224.962949,1406.306419,1106.028879,819.2207687,550.1223928,41.74127253,58.46831333,44.9838961,55.6491775,199.967029,174.8835876,196.1630204,212.3873124,54.34841446,63.47382598,127.7917398,185.1701324,186.4615049,177.7592185,26.45437492,22.23469793,25.88158732,116.6735548,133.0481209,179.8653199,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000054520,ENSG00000087266
Phactr1,-0.05599508,0.989068615,0.689790989,-0.831007893,-1.516536087,580.4219198,584.5940317,16.2781696,330.3270873,557.8798093,406.1314542,400.4142672,199.0148656,1885.314143,1148.422393,1917.619958,1492.492695,2941.867879,2545.527775,2650.074945,2259.028687,1754.246045,1536.595537,1578.542228,942.1549505,837.6424527,957.6661564,1977.251184,1600.898251,3010.49918,707.9069619,744.7123007,848.2173281,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000054728,ENSG00000112137
Set,-0.173209427,0.955368415,0.341709853,0.620383167,0.456620265,5765.623367,6904.510588,6303.721176,6667.101712,6555.274967,7264.83245,5641.817866,1915.720333,1561.432787,1533.266068,1689.072744,1792.633341,2151.409977,1975.536823,1975.37411,2231.997574,1263.09741,1250.96332,1288.39213,1978.641855,2094.106132,1772.938803,1017.213384,1193.526821,1135.260535,1599.345358,1710.873823,1281.663263,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000054766,ENSG00000119335
Usp46,-0.890792998,0.631626463,-1.253122271,-0.477459092,-0.891673078,451.2743315,439.6707209,474.7799466,165.1635437,280.8119845,210.0426689,459.8058571,110.0244786,2056.917152,2281.136881,2027.903058,2568.984981,923.3771633,964.0187885,1027.044604,832.8157038,1355.691005,1096.68666,1454.940381,810.5560513,1039.403363,953.9434503,941.2637271,1178.43899,924.6785288,490.291118,597.3771333,552.3732774,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000054814,ENSG00000109189
Atrnl1,0.59231534,NA,0.580981681,0.586807292,-0.516853752,4.453365114,0,4.069542399,0,3.744159794,0,0,17.79807742,1162.571739,1296.77483,1301.6308,1295.43987,1716.187619,1794.176065,1922.897379,2131.596299,1134.271539,1146.055191,1186.787223,1902.943373,1976.491952,1329.006095,1283.463867,1392.05091,1151.730636,833.7570884,955.4462371,885.5664109,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,ENSMUSG00000054843,ENSG00000107518
Rnd1,0.431047421,0.90075183,5.872448827,1.520224603,1.163262968,399.3184052,181.3291667,820.6910505,591.8360314,836.4452979,128.5226121,302.7055226,1289.551609,365.6226279,393.5702883,452.7411479,303.7897722,19690.87097,14789.53796,26045.95111,28319.59552,436.80022,700.8568285,1160.600391,2386.249065,2587.51196,1617.515821,58.02895144,61.93951566,56.46891779,119.2954325,151.7998694,123.8416956,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000054855,ENSG00000172602
Miga1,-0.723489044,0.724184947,-0.782834779,-0.616832979,-0.454884253,470.572247,492.8792794,828.8301353,289.0362014,536.9125144,364.2698034,462.1048864,155.3286756,635.3949263,636.1701555,671.130708,775.4393586,361.1169288,421.0160442,427.3105286,369.425204,665.2648511,742.2911316,641.0536454,436.7220104,437.9454832,461.6155623,1007.826348,1147.469232,1219.963911,895.3712129,768.8216917,799.073798,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000054942,ENSG00000180488
Pdlim1,4.516119296,0.00129028,2.20661798,1.897612794,1.9058654,663.5514019,420.7676803,621.2834729,15892.86199,15706.0015,24314.27496,8520.585703,603.5166251,274.4102175,259.1804337,243.0581483,237.1932156,1251.558346,912.2014292,1079.521335,1439.084941,255.6388384,287.3953787,342.5237615,951.4716867,1636.080179,711.0368742,59.73568531,95.29156255,50.58673885,245.145559,289.3126924,241.7861677,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,ENSMUSG00000055044,ENSG00000107438
C1ra,#N/A,#N/A,3.835683974,0.611427476,0.837444654,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,239.6258238,235.6185761,443.3090406,237.1932156,4282.82325,3915.449212,3833.300297,4493.600652,189.2129985,242.434752,240.9188536,273.6791265,371.0105841,381.5773801,88.75016103,170.7307162,92.9384272,226.7924156,164.3010352,241.7861677,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,ENSMUSG00000055172,#N/A
Tmem245,-0.890293376,0.686399125,-1.140097731,-0.704182982,-0.469607053,3481.047064,817.7315318,2174.492155,1374.986501,993.7000092,1302.852079,1802.822131,344.635499,1186.534321,1545.483327,1392.324139,1539.019056,655.1860891,663.9099159,660.9569287,588.2484956,1854.891257,1440.503217,1339.718321,949.1425026,901.7087133,993.9625414,2359.55957,2739.632423,2442.280694,2071.283333,1491.210482,1887.111553,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000055296,ENSG00000106771
Pprc1,1.646957844,0.424037647,2.235450329,1.061389545,1.422290829,201.8858851,375.9604731,24.4172544,389.5106905,677.6929227,301.8445347,270.5191126,1507.982559,254.3125678,293.2142281,338.8303142,309.2634618,1289.199199,1223.105585,1658.014829,1462.254466,326.0904868,416.1061925,438.8913029,867.6210607,914.1394803,684.0472546,278.1976202,225.5233647,258.8158732,726.2601053,693.8146974,623.1399606,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000055491,ENSG00000148840
Epm2a,-1.519229657,0.432691146,-0.889645057,-0.712652476,-1.413177895,132.1164984,263.2423424,183.129408,9.634540047,76.38085979,45.53372543,158.2498491,45.30419706,541.0905698,510.5069149,393.2463175,483.5092471,250.5469246,288.2340611,293.6198076,207.2385291,360.3098589,317.3691299,274.4379985,177.0179882,153.9502681,249.4213119,302.9452612,321.6090236,344.6956857,77.34539028,125.0116572,159.2250372,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,ENSMUSG00000055493,ENSG00000112425
Nap1l3,-1.405553033,0.592880609,-0.501574245,-0.763490205,-1.618877964,328.0645634,16.80270271,88.17341865,20.64544296,65.14838041,41.8616508,131.8110124,11.32604926,252.7665948,184.1315539,220.5662002,228.9826812,195.2619224,156.5316062,134.9401669,139.0171499,175.1226688,205.4083535,138.2664725,101.3195064,109.0082644,95.8596833,304.6519951,225.5233647,312.9319194,85.21102319,101.7952066,86.49261283,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000055733,ENSG00000186310
Fmnl1,3.51803484,0.18197525,0.636775851,1.371013328,1.057965539,8.906730227,0.700112613,0,2.752725728,66.64604433,8.078564189,4.981230118,95.46241523,176.2409285,113.4459811,158.8947298,110.3860734,214.0823487,216.985192,202.4102504,238.1312291,118.7613501,149.8687558,144.5513122,411.1009858,317.4626647,342.4889656,187.7407253,152.4665001,212.9348775,275.2971518,404.5020051,466.8635351,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,ENSMUSG00000055805,ENSG00000184922
S100a9,3.247204914,0.216800058,4.028646179,2.812419758,3.527274942,11.8756403,67.21081083,0,352.3488931,801.2501958,30.11101198,52.87767356,22.65209853,64.93086838,99.48339881,323.5938333,185.1931645,1680.89932,4610.665449,2532.627022,2166.350587,63.40648354,450.4878483,227.301701,2607.52155,1624.605625,976.2796872,8.53366933,4.764578127,1.176435787,55.05943037,87.50816003,30.46898861,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,ENSMUSG00000056071,ENSG00000163220
Fez2,-0.613235717,0.796737378,0.393393869,0.498876238,-0.57736966,765.9787995,1412.12714,1340.235963,851.9686127,855.9149288,730.7428516,1147.981957,245.9370697,2411.717968,2617.984179,1900.206837,1991.510729,2968.922242,2670.75306,2791.262342,3287.498157,1500.62011,1654.72738,1715.761227,2494.556123,2297.779468,2093.091531,1045.374493,1276.112842,1051.733594,563.7036918,968.8403432,725.358503,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,ENSMUSG00000056121,ENSG00000171055
Npm3,1.482637134,0.566833841,1.925879421,1.148309037,1.183819967,11.8756403,4.200675677,86.81690452,121.119932,43.43225361,67.56617321,24.90615059,221.6669642,144.5484808,164.9330033,186.4655048,180.6317565,601.0773636,732.9997283,657.2085907,577.9509289,127.8194192,149.8687558,160.2634113,343.5546482,337.5431345,290.3710795,25.60100799,57.96903388,27.05802311,110.1188607,83.04345799,60.93797722,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,ENSMUSG00000056209,ENSG00000107833
Adgrf5,-0.96896915,0.780851869,0.450161684,-0.613055415,-0.777181329,19073.76278,14399.21611,5149.327649,6961.643365,8622.051173,7123.09037,10123.77546,53.39423225,35487.81151,38740.92988,43468.95457,47324.60791,54434.55412,52340.93053,55292.98284,63384.0972,50816.77398,39508.93035,47323.79517,28574.42999,29457.09292,31963.15498,38919.50571,46074.26459,40416.45147,20288.08915,29237.5478,23648.84951,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000056492,ENSG00000069122
Cebpb,2.328952118,0.076599542,4.811923062,1.769972275,1.720904539,80.16057204,271.6436938,326.9199061,885.0013214,2135.668746,915.0809981,842.5942331,907.7019482,78.07163936,56.72299055,78.35904482,110.3860734,2042.016249,1852.470595,1752.972724,3431.66409,124.8000628,195.7109634,327.8591356,823.3665636,801.3063645,585.3955417,79.36312477,88.14469536,45.8809957,205.8173945,243.7727315,259.4778385,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000056501,ENSG00000172216
Pign,0.347166772,0.897196601,1.735476351,0.390728679,0.981997679,329.5490184,163.8263514,495.1276586,268.3907584,386.3972907,513.3560334,432.6006772,493.4921465,231.122972,269.6523705,266.2756431,212.5616124,741.0542839,689.8185956,974.5678722,859.8468163,260.671099,270.6453413,239.8713804,342.3900562,337.5431345,332.2515237,545.3014702,547.9264846,495.2794665,1257.190327,800.074606,1085.089143,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000056536,ENSG00000197563
Fry,-1.793130944,0.283125548,-0.902913967,-0.701001049,-0.993278338,6041.732004,5187.834461,10115.52589,2255.858734,1998.632498,1368.215008,4330.221659,310.6573513,4123.110142,4118.961775,5373.398944,6095.86564,2893.640537,3020.520235,2307.726743,2318.239695,7166.945544,6085.553066,7388.876494,4193.695892,4030.437144,4471.90076,9696.80846,11183.25896,10244.40284,4319.543406,6000.559545,5311.432724,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000056602,ENSG00000073910
Gulp1,-0.249241245,0.945140487,-1.468404034,-0.955840366,-1.175310981,400.8028602,334.6538289,377.110929,129.3781092,238.1285629,177.7284121,162.0815646,854.3077159,663.9954278,813.3204183,871.3816003,1070.106315,302.3030968,404.8231195,331.1031873,195.6537666,875.6133442,579.1986621,673.5253169,306.2877033,268.6958096,521.1788606,392.5487892,601.1309404,478.8093654,200.5736392,258.9527185,191.6597671,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000056870,ENSG00000144366
Jmjd6,0.433565805,0.885517018,0.852296431,0.550639981,0.64638776,426.0385959,292.6470722,522.2579412,244.9925898,572.8564484,323.1425675,352.1346522,1300.877658,441.3753077,454.6565858,478.8608295,601.1935733,1012.774188,679.0233124,893.3538828,982.1304204,530.4002671,553.6328155,517.4517987,816.3790115,893.1027977,637.5134278,146.7791125,200.1122814,218.8170564,301.5159282,339.3173552,242.7690383,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000056962,ENSG00000070495
Ebf1,-2.361855898,0.157789682,-0.905642061,-0.49854758,-1.031271069,2519.120199,2235.459573,453.0757204,216.0889696,432.0760402,575.0468872,417.2738153,46.9222041,2197.6007,2186.889451,2061.278207,2581.756923,1199.802174,1198.276434,1145.741973,1274.323874,2093.420409,1559.516641,2104.373813,1216.998669,1310.011598,1545.853728,2732.480919,3426.52577,2482.279511,984.5150525,1775.165532,1465.460065,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000057098,ENSG00000164330
Npm1,0.206985675,0.938873285,0.73735668,0.863799748,1.135802269,3466.202513,5070.215542,7085.073317,7247.926841,5995.148662,6132.364634,4666.646278,6010.896145,3558.05699,3786.477784,3719.152442,4390.811333,6161.337046,5612.467728,6557.092555,7433.555934,2274.581791,2247.149756,2464.70462,4335.776119,4411.009856,3966.5434,2925.341846,3401.908783,2825.798761,7780.421886,6709.554229,5628.899928,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000057113,ENSG00000181163
Chd6,1.014339153,0.668355752,-0.317558992,-0.547914719,-0.502473761,685.8182275,776.4248876,111.2341589,918.0340302,540.6566742,602.9546544,754.4647772,2483.640803,814.7278008,699.0017758,740.7831923,724.3515891,646.9521526,572.1500088,574.7451554,597.2588664,1287.252261,1116.08144,1140.698398,755.820226,792.7004489,873.9052681,1944.82324,1768.452582,1918.766769,1321.426329,1317.980043,1335.721146,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000057133,ENSG00000124177
Scimp,4.928382379,NA,3.762880826,3.306514642,4.44222417,0,0,0,0,12.7301433,0,2.682200833,16.18007038,0.772986528,4.363306965,0.725546711,1.824563197,27.05436275,20.51103805,26.23836579,27.03111249,0,0.881580916,3.14241983,17.46888042,7.649702764,13.96014805,3.413467732,0,0,34.08440927,9.822344494,34.40047101,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,ENSMUSG00000057135,ENSG00000161929
5730455P16Rik,#N/A,#N/A,-0.579853615,-0.476543354,-0.660580118,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,316.9244766,295.8322122,293.8464181,242.6669052,219.9637319,183.5198142,212.4058183,153.1763041,419.6905339,345.5797192,335.1914486,243.3997338,249.5715527,296.8858153,597.3568531,581.2785315,594.1000726,388.0378902,320.5656067,413.7885227,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,ENSMUSG00000057181,#N/A
AB124611,#N/A,#N/A,2.685329451,1.752531267,1.927771731,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,48.69815128,72.43089562,49.33717637,53.8246143,351.7067157,267.723023,401.0721628,419.6258415,26.16775511,59.0659214,54.46861039,179.3471723,136.7384369,156.3536582,38.40151199,47.64578127,37.64594519,166.4892299,128.5834188,177.8995787,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,ENSMUSG00000057191,#N/A
Fam136a,0.970488161,0.576156834,-0.663271106,0.390085832,0.581667075,224.1527107,246.4396397,477.4929748,580.8251285,571.3587845,549.3423648,327.6116732,1067.884645,495.4843646,667.5859657,470.8798156,568.3514358,354.059269,329.2561372,387.3282569,319.2245665,320.0517741,315.6059681,343.5712348,448.3679307,431.2519933,403.913617,205.6614309,205.6709558,190.5825975,327.7347046,293.7773944,281.1009917,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000057497,ENSG00000035141
Pus7,0.332699806,0.938212696,0.463801104,1.068944362,1.310739917,274.624182,109.9176802,31.19982506,16.51635437,259.8446897,131.4602718,134.4932132,330.0734357,263.5884062,252.1991426,277.8843904,292.8423931,379.9373551,327.0970805,392.3260408,400.317904,267.7162638,227.4478764,211.5896019,517.0788603,497.2306797,469.0609746,184.3272575,162.7897527,199.9940838,558.4599366,413.4314091,385.2852753,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000057541,ENSG00000091127
Eif1a,#N/A,#N/A,2.411878511,0.565924879,1.021500652,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,791.538205,950.328257,1196.426527,1265.334577,5174.440944,4318.113274,6297.207789,6580.145097,881.6520569,1007.646987,1490.554473,1728.254569,1812.979555,1461.162163,546.1548371,555.0733518,450.5749065,1076.28077,1151.000187,926.8469761,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,ENSMUSG00000057561,#N/A
Sptan1,-0.715387705,0.81992681,-0.675101655,-0.318624374,-0.726658152,4429.613833,5794.131984,249.5986005,3526.241657,1788.959549,1849.256784,2302.094658,1164.965067,18765.02096,18506.53016,23032.48035,20373.07265,13809.48777,13009.39577,10977.63247,12730.36679,23340.63111,18881.70007,21288.84688,17022.84167,16854.20762,17047.20213,20590.89073,21766.18108,25056.90583,13024.17716,14898.71072,12812.70115,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000057738,ENSG00000197694
Megf6,-3.610161178,0.032178278,-4.451127681,-1.226569232,-0.685686346,2395.910431,968.9558562,317.4243071,79.8290461,8.985983505,38.18957616,135.2595563,241.0830486,1377.461993,1547.22865,1306.709627,1698.668336,47.05106564,158.6906628,33.73504173,30.89269999,1862.942874,1680.293227,1796.41667,652.1715355,719.0720598,908.3403,313.1856644,312.0798673,287.0503321,180.9095569,218.7704001,167.0880021,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,ENSMUSG00000057751,ENSG00000162591
Bak1,0.067105695,0.984292436,0.883639438,0.739052683,1.202539686,320.6422882,121.119482,773.2130559,434.930665,480.7501175,533.9196514,274.3508281,396.4117243,538.7716102,687.6571777,510.7848848,720.7024627,1150.398555,1038.506242,1193.22092,1149.465879,359.3034067,385.2508605,400.1347917,701.0844007,668.392779,542.584421,64.85588691,72.26276827,57.64535358,187.464251,145.5492866,117.944472,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000057789,ENSG00000030110
Mdn1,1.111515205,0.455757603,1.073548674,0.445298826,0.829736418,231.5749859,154.7248874,189.9119786,572.5669514,599.8143989,390.7087408,276.2666858,234.6110205,158.4622383,161.4423577,205.3297193,149.6141821,371.7034186,314.1427407,332.3526333,405.4666873,291.8711147,321.7770345,301.6723037,482.1410995,409.2590979,357.3797902,1362.826992,1122.058149,1356.430463,2620.566698,1765.343188,2442.433442,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000058006,ENSG00000112159
Palld,1.468310041,0.599519736,0.622190488,-0.610329536,-1.259070963,155.867779,140.7226352,1.356514133,239.4871383,263.5888495,126.3193673,87.74628439,658.5288644,1343.450586,1103.044001,1473.585371,1076.492286,1586.797189,1850.311538,2242.755552,2014.461478,972.2327476,845.4360988,1171.075123,548.5228451,537.3916192,870.182562,1770.736386,2655.45821,1696.420405,492.9129957,979.5556281,1083.123402,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,ENSMUSG00000058056,ENSG00000129116
Zfp729b,#N/A,#N/A,-0.520232515,-0.460490043,-0.58885394,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,222.6201202,231.2552692,235.0771345,228.9826812,171.7363896,127.3843416,177.4213306,164.7610666,253.6259342,217.7504864,238.8239071,165.3720679,173.074525,176.828542,530.7942323,617.0128675,568.2184853,398.5254007,422.3608132,320.4158157,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,ENSMUSG00000058093,#N/A
Nfam1,5.625687693,0.198293314,0.488642405,1.089589933,1.144583968,0,0,0,0,1.497663917,20.56361793,0,29.12412668,136.045629,178.8955856,182.8377713,137.7545213,231.7264983,240.734815,228.6486162,190.5049833,110.7097332,248.6058184,148.7412053,381.9861851,261.0461068,440.2100019,101.550665,86.55650265,62.35109673,132.4048206,208.0551152,214.2657909,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,ENSMUSG00000058099,ENSG00000235568
Tpm3-rs7,#N/A,#N/A,1.877254756,0.827183354,2.094676086,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,49.47113781,58.46831333,68.20139086,66.59655668,218.7874552,184.5993425,209.9069263,279.3214957,58.37422294,58.18434048,85.89280869,133.9280832,129.0887341,95.8596833,2.560100799,7.146867191,15.29366523,55.05943037,26.78821226,22.60602381,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,ENSMUSG00000058126,#N/A
Spock2,-1.761567078,0.276776036,-3.634152362,-1.215704574,-1.298152701,18453.26058,11255.71048,2558.385655,4058.894085,1714.076354,1738.36013,5656.761557,2692.363711,90817.41422,121996.3174,78668.12772,115518.5697,6574.210147,12246.16925,9004.75725,4953.129565,50579.25128,42955.91173,43504.7076,17995.27601,16492.75916,24514.95066,46825.09698,46407.78506,44823.37993,15230.48719,23082.50956,17823.37547,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000058297,ENSG00000107742
Samd12,0.111863048,0.974039868,-1.479107987,-0.650101225,-1.361594963,699.1783228,382.9615992,307.9287082,527.1469768,153.5105515,331.9555467,641.8123422,849.4536948,936.0866858,1017.523184,1152.893724,1222.457342,323.4760763,451.2428372,436.0566505,341.1068957,819.2520254,643.554069,698.6646756,376.163225,501.0555311,497.9119472,1332.959149,1443.667173,1111.731819,374.928502,549.1583512,586.7737484,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000058656,ENSG00000177570
Tubb2a,1.007974384,0.753718444,1.047551516,0.679219731,-0.849538787,182.5879697,21.703491,177.7033514,89.46358615,147.5198959,146.8829852,50.19547273,846.2176808,1563.751747,1480.906384,2281.11886,3191.161031,4431.034107,4110.843837,4271.85584,4789.655694,1397.961994,1312.673985,1883.356952,2573.748381,2770.148613,2011.191996,1176.793001,1222.11429,1077.615181,515.1989556,809.0040101,602.499678,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,ENSMUSG00000058672,ENSG00000137267
Fcer1g,-0.206963409,0.972852384,1.636897943,1.061998556,2.132046078,22.26682557,163.1262388,0,9.634540047,172.9801825,16.15712838,22.60712131,46.9222041,345.5249782,568.1025669,488.2929367,505.4040055,1304.490795,1279.241058,1623.030341,1723.55522,251.6130299,469.8826284,515.3568521,867.6210607,758.2767865,956.7354799,69.12272157,100.0561407,72.93901881,441.7863817,263.4174205,361.6963809,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,ENSMUSG00000058715,ENSG00000158869
Kcnt1,7.051342269,0.065928065,1.590772613,-0.816976939,-0.816072816,0,0,0,16.51635437,0,0,17.24271964,103.5524504,88.89345075,46.25105383,142.9327021,62.03514869,282.3063939,288.2340611,234.8958461,222.6848791,291.8711147,220.3952291,232.5390674,156.0553317,98.48992309,168.4524532,244.0629428,177.0834871,235.2871575,106.1860443,128.5834188,136.6190134,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,ENSMUSG00000058740,ENSG00000107147
